content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Bingung saya nambahin produk baru sebagai penjual tidak muncul-muncul membuang² waktu saya ...saya menerapkan extra gratis ongkir sudah confirm ke CS muncul hilang lagi berkali² jadi gak ada fungsi saya letakkan itu Xtra gratis ongkir ...karena di kira gk nerapkan gratis ongkir di toko saya 😡😡,1,Negatif,bingung saya nambahin produk baru sebagai penjual tidak munculmuncul membuang waktu saya saya menerapkan extra gratis ongkir sudah confirm ke cs muncul hilang lagi berkali jadi gak ada fungsi saya letakkan itu xtra gratis ongkir karena di kira gk nerapkan gratis ongkir di toko saya ,bingung nambahin produk penjual munculmuncul membuang menerapkan extra gratis ongkir confirm cs muncul hilang berkali gak fungsi letakkan xtra gratis ongkir gk nerapkan gratis ongkir toko,"['bingung', 'nambahin', 'produk', 'penjual', 'munculmuncul', 'membuang', 'menerapkan', 'extra', 'gratis', 'ongkir', 'confirm', 'cs', 'muncul', 'hilang', 'berkali', 'gak', 'fungsi', 'letakkan', 'xtra', 'gratis', 'ongkir', 'gk', 'nerapkan', 'gratis', 'ongkir', 'toko']",bingung nambahin produk jual munculmuncul buang terap extra gratis ongkir confirm cs muncul hilang kali gak fungsi letak xtra gratis ongkir gk nerapkan gratis ongkir toko
Untuk aplikasi penjualan Shopee Terbaik menurut saya.. Oia.. kemarin2 saya selalu kecewa dengan Shopee express. Tapi hari ini saya d buat kaget karna langsung respon kekecewaan dengan pengiriman yg sangat cepat bahkan d hari libur dianterin.. salut sama manajemen shopee,5,Positif,untuk aplikasi penjualan shopee terbaik menurut saya oia kemarin saya selalu kecewa dengan shopee express tapi hari ini saya d buat kaget karna langsung respon kekecewaan dengan pengiriman yg sangat cepat bahkan d hari libur dianterin salut sama manajemen shopee,aplikasi penjualan shopee terbaik oia kemarin kecewa shopee express d kaget karna langsung respon kekecewaan pengiriman yg cepat d libur dianterin salut manajemen shopee,"['aplikasi', 'penjualan', 'shopee', 'terbaik', 'oia', 'kemarin', 'kecewa', 'shopee', 'express', 'd', 'kaget', 'karna', 'langsung', 'respon', 'kekecewaan', 'pengiriman', 'yg', 'cepat', 'd', 'libur', 'dianterin', 'salut', 'manajemen', 'shopee']",aplikasi jual shopee baik oia kemarin kecewa shopee express d kaget karna langsung respon kecewa kirim yg cepat d libur dianterin salut manajemen shopee
"Usul buat shopee. Coba kurir shopee express dicantumkan no telp nya. Biar bisa di hub langsung sm pelanggan. Soalnya kesel liat status pengiriman "" pelanggan tidak bisa di hubungi"" sementara hp kita aktif 24 jam. Biar kyk jnt, kurir nya gak bs nelp, biar kita yg nelp kurirnya. 😑😑",4,Positif,usul buat shopee coba kurir shopee express dicantumkan no telp nya biar bisa di hub langsung sm pelanggan soalnya kesel liat status pengiriman  pelanggan tidak bisa di hubungi sementara hp kita aktif  jam biar kyk jnt kurir nya gak bs nelp biar kita yg nelp kurirnya ,usul shopee coba kurir shopee express dicantumkan no telp nya biar hub langsung sm pelanggan kesel liat status pengiriman pelanggan hubungi hp aktif jam biar kyk jnt kurir nya gak bs nelp biar yg nelp kurirnya,"['usul', 'shopee', 'coba', 'kurir', 'shopee', 'express', 'dicantumkan', 'no', 'telp', 'nya', 'biar', 'hub', 'langsung', 'sm', 'pelanggan', 'kesel', 'liat', 'status', 'pengiriman', 'pelanggan', 'hubungi', 'hp', 'aktif', 'jam', 'biar', 'kyk', 'jnt', 'kurir', 'nya', 'gak', 'bs', 'nelp', 'biar', 'yg', 'nelp', 'kurirnya']",usul shopee coba kurir shopee express cantum no telp nya biar hub langsung sm langgan kesel liat status kirim langgan hubung hp aktif jam biar kyk jnt kurir nya gak bs nelp biar yg nelp kurir
"Akun saya dibatasi, padahal tidak ada tunggakan atau kesalahan lainnya. Sudah menghubungi cs, tidak ada solusi. Arogansi yang dikemas cantik mengatas namakan kebijakan. Kecewa.",1,Negatif,akun saya dibatasi padahal tidak ada tunggakan atau kesalahan lainnya sudah menghubungi cs tidak ada solusi arogansi yang dikemas cantik mengatas namakan kebijakan kecewa,akun dibatasi tunggakan kesalahan menghubungi cs solusi arogansi dikemas cantik mengatas namakan kebijakan kecewa,"['akun', 'dibatasi', 'tunggakan', 'kesalahan', 'menghubungi', 'cs', 'solusi', 'arogansi', 'dikemas', 'cantik', 'mengatas', 'namakan', 'kebijakan', 'kecewa']",akun batas tunggak salah hubung cs solusi arogansi kemas cantik atas nama bijak kecewa
"Untuk kepuasan belanja Ya ok aja si, tapi Masalahnya tuu ini nge bug atau gimana? pesanan udah datang tapi droppoint nya masih dikirim, dan gak bisa di pencet pencet lagi tu Pesanan diterima, gimana caranya buat kasih ulasan ke toko? Ini mohon bug nya Di perbaiki, dan untuk shopee video makin nambah Lemot apk nya, lebh baik jadi kaya dlu aja, dan ini vocher nya juga knp gk bisa digunain, pdhl Udh sesuai sama S&K nya😓itu dulu si, tapi ttep lumayan puas belanja disini,",4,Positif,untuk kepuasan belanja ya ok aja si tapi masalahnya tuu ini nge bug atau gimana pesanan udah datang tapi droppoint nya masih dikirim dan gak bisa di pencet pencet lagi tu pesanan diterima gimana caranya buat kasih ulasan ke toko ini mohon bug nya di perbaiki dan untuk shopee video makin nambah lemot apk nya lebh baik jadi kaya dlu aja dan ini vocher nya juga knp gk bisa digunain pdhl udh sesuai sama sk nyaitu dulu si tapi ttep lumayan puas belanja disini,kepuasan belanja ya ok aja si tuu nge bug gimana pesanan udah droppoint nya dikirim gak pencet pencet tu pesanan diterima gimana kasih ulasan toko mohon bug nya perbaiki shopee video nambah lemot apk nya lebh kaya dlu aja vocher nya knp gk digunain pdhl udh sesuai sk nyaitu si ttep lumayan puas belanja,"['kepuasan', 'belanja', 'ya', 'ok', 'aja', 'si', 'tuu', 'nge', 'bug', 'gimana', 'pesanan', 'udah', 'droppoint', 'nya', 'dikirim', 'gak', 'pencet', 'pencet', 'tu', 'pesanan', 'diterima', 'gimana', 'kasih', 'ulasan', 'toko', 'mohon', 'bug', 'nya', 'perbaiki', 'shopee', 'video', 'nambah', 'lemot', 'apk', 'nya', 'lebh', 'kaya', 'dlu', 'aja', 'vocher', 'nya', 'knp', 'gk', 'digunain', 'pdhl', 'udh', 'sesuai', 'sk', 'nyaitu', 'si', 'ttep', 'lumayan', 'puas', 'belanja']",puas belanja ya ok aja si tuu nge bug gimana pesan udah droppoint nya kirim gak pencet pencet tu pesan terima gimana kasih ulas toko mohon bug nya baik shopee video nambah lot apk nya lebh kaya dlu aja vocher nya knp gk digunain pdhl udh sesuai sk nyaitu si ttep lumayan puas belanja
"Sdh 3 hari ini tidak bisa melakukan pembayaran,metode pembayaran ngeblck atau kosong..sudah di logout login dan clear juga ttp aja bgtu..padahl sinyal juga aman2 terus",2,Negatif,sdh  hari ini tidak bisa melakukan pembayaranmetode pembayaran ngeblck atau kosongsudah di logout login dan clear juga ttp aja bgtupadahl sinyal juga aman terus,sdh pembayaranmetode pembayaran ngeblck kosongsudah logout login clear ttp aja bgtupadahl sinyal aman,"['sdh', 'pembayaranmetode', 'pembayaran', 'ngeblck', 'kosongsudah', 'logout', 'login', 'clear', 'ttp', 'aja', 'bgtupadahl', 'sinyal', 'aman']",sdh pembayaranmetode bayar ngeblck kosongsudah logout login clear ttp aja bgtupadahl sinyal aman
"Aplikasi sangat membantu dalam berbelanja.Tolong ditingkatkan lagi performanya,atau bug nya di perbaiki.sekian terima kasih.",4,Positif,aplikasi sangat membantu dalam berbelanjatolong ditingkatkan lagi performanyaatau bug nya di perbaikisekian terima kasih,aplikasi membantu berbelanjatolong ditingkatkan performanyaatau bug nya perbaikisekian terima kasih,"['aplikasi', 'membantu', 'berbelanjatolong', 'ditingkatkan', 'performanyaatau', 'bug', 'nya', 'perbaikisekian', 'terima', 'kasih']",aplikasi bantu berbelanjatolong tingkat performanyaatau bug nya perbaikisekian terima kasih
"Gila si shopee makin parah aja kamren sempat uninstall karena emang buruk bget klau di buka aplikasi nya gak keliatan apa² cuma loading terus padahal jaringan bagus , nah sekarang install aplikasinya kembali kirain sudah oke rupanya sama aja",1,Negatif,gila si shopee makin parah aja kamren sempat uninstall karena emang buruk bget klau di buka aplikasi nya gak keliatan apa cuma loading terus padahal jaringan bagus  nah sekarang install aplikasinya kembali kirain sudah oke rupanya sama aja,gila si shopee parah aja kamren uninstall emang buruk bget klau buka aplikasi nya gak keliatan loading jaringan bagus install aplikasinya kirain oke aja,"['gila', 'si', 'shopee', 'parah', 'aja', 'kamren', 'uninstall', 'emang', 'buruk', 'bget', 'klau', 'buka', 'aplikasi', 'nya', 'gak', 'keliatan', 'loading', 'jaringan', 'bagus', 'install', 'aplikasinya', 'kirain', 'oke', 'aja']",gila si shopee parah aja kamren uninstall emang buruk bget klau buka aplikasi nya gak liat loading jaring bagus install aplikasi kirain oke aja
"Shopee dikit dikit apdet,dikit dikit apdet. Makin berata.. Mau buka pesan ke penjual harus apdet.. Ini lama lama jadi aplikasi dengan apdet terbanyak tapi makin berat meskipun jaringan bagus Tolong perbaiki demi kenyamanan pengguna",2,Negatif,shopee dikit dikit apdetdikit dikit apdet makin berata mau buka pesan ke penjual harus apdet ini lama lama jadi aplikasi dengan apdet terbanyak tapi makin berat meskipun jaringan bagus tolong perbaiki demi kenyamanan pengguna,shopee dikit dikit apdetdikit dikit apdet berata buka pesan penjual apdet aplikasi apdet berat jaringan bagus tolong perbaiki kenyamanan pengguna,"['shopee', 'dikit', 'dikit', 'apdetdikit', 'dikit', 'apdet', 'berata', 'buka', 'pesan', 'penjual', 'apdet', 'aplikasi', 'apdet', 'berat', 'jaringan', 'bagus', 'tolong', 'perbaiki', 'kenyamanan', 'pengguna']",shopee dikit dikit apdetdikit dikit apdet rata buka pesan jual apdet aplikasi apdet berat jaring bagus tolong baik nyaman guna
"Shopee sekarang udah ga kayak dulu. Lemot banget jadinya. Jaringan bagus dan spek hp besar seperti gak berguna kalau buka shopee. Pakai WiFi aja pun lemot, apalagi pakai data, astaghfirullah sekali lemotnya. *Mohon diperbaiki ya developer demi kenyamanan pengguna*",2,Negatif,shopee sekarang udah ga kayak dulu lemot banget jadinya jaringan bagus dan spek hp besar seperti gak berguna kalau buka shopee pakai wifi aja pun lemot apalagi pakai data astaghfirullah sekali lemotnya mohon diperbaiki ya developer demi kenyamanan pengguna,shopee udah ga kayak lemot banget jaringan bagus spek hp gak berguna buka shopee pakai wifi aja lemot pakai data astaghfirullah lemotnya mohon diperbaiki ya developer kenyamanan pengguna,"['shopee', 'udah', 'ga', 'kayak', 'lemot', 'banget', 'jaringan', 'bagus', 'spek', 'hp', 'gak', 'berguna', 'buka', 'shopee', 'pakai', 'wifi', 'aja', 'lemot', 'pakai', 'data', 'astaghfirullah', 'lemotnya', 'mohon', 'diperbaiki', 'ya', 'developer', 'kenyamanan', 'pengguna']",shopee udah ga kayak lot banget jaring bagus spek hp gak guna buka shopee pakai wifi aja lot pakai data astaghfirullah lot mohon baik ya developer nyaman guna
"Tidak konsisten sama sekali masa estimasi diterima otomatis diperpanjang dan paket tidak sampai-sampai, kalau sistem seperti itu akan membuat ekspedisi seenaknya sendiri mengantar paket",1,Negatif,tidak konsisten sama sekali masa estimasi diterima otomatis diperpanjang dan paket tidak sampaisampai kalau sistem seperti itu akan membuat ekspedisi seenaknya sendiri mengantar paket,konsisten estimasi diterima otomatis diperpanjang paket sampaisampai sistem ekspedisi mengantar paket,"['konsisten', 'estimasi', 'diterima', 'otomatis', 'diperpanjang', 'paket', 'sampaisampai', 'sistem', 'ekspedisi', 'mengantar', 'paket']",konsisten estimasi terima otomatis panjang paket sampaisampai sistem ekspedisi antar paket
Shopee klo membuka halaman Lemot....lama loadingingnya beda dengan Tokopedia sekali klik halaman langsung buka....klo sudah banyak yg kasih bintang 1..mohon diperbaiki aplikasinya...lama lama juga orang pindah menggunakan aplikasi shop online yg lain..,1,Negatif,shopee klo membuka halaman lemotlama loadingingnya beda dengan tokopedia sekali klik halaman langsung bukaklo sudah banyak yg kasih bintang mohon diperbaiki aplikasinyalama lama juga orang pindah menggunakan aplikasi shop online yg lain,shopee klo membuka halaman lemotlama loadingingnya beda tokopedia klik halaman langsung bukaklo yg kasih bintang mohon diperbaiki aplikasinyalama orang pindah aplikasi shop online yg,"['shopee', 'klo', 'membuka', 'halaman', 'lemotlama', 'loadingingnya', 'beda', 'tokopedia', 'klik', 'halaman', 'langsung', 'bukaklo', 'yg', 'kasih', 'bintang', 'mohon', 'diperbaiki', 'aplikasinyalama', 'orang', 'pindah', 'aplikasi', 'shop', 'online', 'yg']",shopee klo buka halaman lemotlama loadingingnya beda tokopedia klik halaman langsung bukaklo yg kasih bintang mohon baik aplikasinyalama orang pindah aplikasi shop online yg
"Kurang Bagus.tolong dong saat orang mau order 2 barang di toko yg msh sama,jgn dipersulit caranya. Sy jd order2x dan byr ongkir 2x. Pdhl 7an sm,tokonya jg sama. Dan kalo sering topup udh ga bs diisi lagi. Alias limit. Jarusnya ga gt. Curang. Dan iklannya itu dmn² sampe bosen dgr lagunya dan buang² waktu cm liat iklan shopee.",1,Negatif,kurang bagustolong dong saat orang mau order  barang di toko yg msh samajgn dipersulit caranya sy jd orderx dan byr ongkir x pdhl an smtokonya jg sama dan kalo sering topup udh ga bs diisi lagi alias limit jarusnya ga gt curang dan iklannya itu dmn sampe bosen dgr lagunya dan buang waktu cm liat iklan shopee,bagustolong orang order barang toko yg msh samajgn dipersulit sy jd orderx byr ongkir x pdhl an smtokonya jg kalo topup udh ga bs diisi alias limit jarusnya ga gt curang iklannya dmn sampe bosen dgr lagunya buang cm liat iklan shopee,"['bagustolong', 'orang', 'order', 'barang', 'toko', 'yg', 'msh', 'samajgn', 'dipersulit', 'sy', 'jd', 'orderx', 'byr', 'ongkir', 'x', 'pdhl', 'an', 'smtokonya', 'jg', 'kalo', 'topup', 'udh', 'ga', 'bs', 'diisi', 'alias', 'limit', 'jarusnya', 'ga', 'gt', 'curang', 'iklannya', 'dmn', 'sampe', 'bosen', 'dgr', 'lagunya', 'buang', 'cm', 'liat', 'iklan', 'shopee']",bagustolong orang order barang toko yg msh samajgn sulit sy jd orderx byr ongkir x pdhl an smtokonya jg kalo topup udh ga bs isi alias limit jarusnya ga gt curang iklan dmn sampe bosen dgr lagu buang cm liat iklan shopee
makin kesini makin ga jelas app dan pelayanan cs nya. sekarang pengiriman spx malah ikutan ga beres. masa diketerangannya awal udah sampai pondok aren. tiba2 malah dilempar lg ke serpong. padahal biasanya tinggal kirim ke alamat tujuan kalo udah di pondok aren.,1,Negatif,makin kesini makin ga jelas app dan pelayanan cs nya sekarang pengiriman spx malah ikutan ga beres masa diketerangannya awal udah sampai pondok aren tiba malah dilempar lg ke serpong padahal biasanya tinggal kirim ke alamat tujuan kalo udah di pondok aren,kesini ga app pelayanan cs nya pengiriman spx ikutan ga beres diketerangannya udah pondok aren dilempar lg serpong tinggal kirim alamat tujuan kalo udah pondok aren,"['kesini', 'ga', 'app', 'pelayanan', 'cs', 'nya', 'pengiriman', 'spx', 'ikutan', 'ga', 'beres', 'diketerangannya', 'udah', 'pondok', 'aren', 'dilempar', 'lg', 'serpong', 'tinggal', 'kirim', 'alamat', 'tujuan', 'kalo', 'udah', 'pondok', 'aren']",kesini ga app layan cs nya kirim spx ikut ga beres terang udah pondok aren lempar lg serpong tinggal kirim alamat tuju kalo udah pondok aren
"Makin lemot (padahal wifi dirumah bagus banget), setiap buka produk untuk lihat dahulu (malah kembali ke awal lagi), jadi cape scrooolllnya lagi untuk kebawah, balikin model shopee seperti dulu saja itu sudah cukup lebih baik, terima kasih",1,Negatif,makin lemot padahal wifi dirumah bagus banget setiap buka produk untuk lihat dahulu malah kembali ke awal lagi jadi cape scrooolllnya lagi untuk kebawah balikin model shopee seperti dulu saja itu sudah cukup lebih baik terima kasih,lemot wifi dirumah bagus banget buka produk lihat cape scrooolllnya kebawah balikin model shopee terima kasih,"['lemot', 'wifi', 'dirumah', 'bagus', 'banget', 'buka', 'produk', 'lihat', 'cape', 'scrooolllnya', 'kebawah', 'balikin', 'model', 'shopee', 'terima', 'kasih']",lot wifi rumah bagus banget buka produk lihat cape scrooolllnya bawah balikin model shopee terima kasih
Aplikasi yang sangat membantu untuk transaksi online dengan aman. Kenapa akhir-akhir ini terasa berat untuk membuka foto/display barang selalu loading tiada akhir,5,Positif,aplikasi yang sangat membantu untuk transaksi online dengan aman kenapa akhirakhir ini terasa berat untuk membuka fotodisplay barang selalu loading tiada akhir,aplikasi membantu transaksi online aman akhirakhir berat membuka fotodisplay barang loading tiada,"['aplikasi', 'membantu', 'transaksi', 'online', 'aman', 'akhirakhir', 'berat', 'membuka', 'fotodisplay', 'barang', 'loading', 'tiada']",aplikasi bantu transaksi online aman akhirakhir berat buka fotodisplay barang loading tiada
"Aplikasi berat banget,padahal sinya bagus ,ram gede, penyimpanan longgar,maingame online yang basis datanya 16gb lancar,lah ini gak nyampe 1gb udah lemot bet anyingg",1,Negatif,aplikasi berat bangetpadahal sinya bagus ram gede penyimpanan longgarmaingame online yang basis datanya gb lancarlah ini gak nyampe gb udah lemot bet anyingg,aplikasi berat bangetpadahal sinya bagus ram gede penyimpanan longgarmaingame online basis datanya gb lancarlah gak nyampe gb udah lemot bet anyingg,"['aplikasi', 'berat', 'bangetpadahal', 'sinya', 'bagus', 'ram', 'gede', 'penyimpanan', 'longgarmaingame', 'online', 'basis', 'datanya', 'gb', 'lancarlah', 'gak', 'nyampe', 'gb', 'udah', 'lemot', 'bet', 'anyingg']",aplikasi berat bangetpadahal sinya bagus ram gede simpan longgarmaingame online basis data gb lancar gak nyampe gb udah lot bet anyingg
"bintang ny aq kurangi, sekarang shopee pelit banget untuk vocher free ongkir, gak kayak dulu, hampir setiap hari bagi2 vocher jadi semangat pengen belanja terus, kalo kayak gini terus bisa pindah belanja pake aplikasi sebelah.",2,Negatif,bintang ny aq kurangi sekarang shopee pelit banget untuk vocher free ongkir gak kayak dulu hampir setiap hari bagi vocher jadi semangat pengen belanja terus kalo kayak gini terus bisa pindah belanja pake aplikasi sebelah,bintang ny aq kurangi shopee pelit banget vocher free ongkir gak kayak vocher semangat pengen belanja kalo kayak gini pindah belanja pake aplikasi sebelah,"['bintang', 'ny', 'aq', 'kurangi', 'shopee', 'pelit', 'banget', 'vocher', 'free', 'ongkir', 'gak', 'kayak', 'vocher', 'semangat', 'pengen', 'belanja', 'kalo', 'kayak', 'gini', 'pindah', 'belanja', 'pake', 'aplikasi', 'sebelah']",bintang ny aq kurang shopee pelit banget vocher free ongkir gak kayak vocher semangat ken belanja kalo kayak gin pindah belanja pake aplikasi belah
"Klo boleh saran, di chat box mungkin bisa dikasih fitur ""unsend"" Gak tau knp ya, mungkin perasaan aja, olshop² tuh agak kurang simple ux ui nya jd pusing.",5,Positif,klo boleh saran di chat box mungkin bisa dikasih fitur unsend gak tau knp ya mungkin perasaan aja olshop tuh agak kurang simple ux ui nya jd pusing,klo saran chat box dikasih fitur unsend gak tau knp ya perasaan aja olshop tuh simple ux ui nya jd pusing,"['klo', 'saran', 'chat', 'box', 'dikasih', 'fitur', 'unsend', 'gak', 'tau', 'knp', 'ya', 'perasaan', 'aja', 'olshop', 'tuh', 'simple', 'ux', 'ui', 'nya', 'jd', 'pusing']",klo saran chat box kasih fitur unsend gak tau knp ya asa aja olshop tuh simple ux ui nya jd pusing
Kenapa ya sekarang aplikasi shopee jadi lemot bngt mana loadingnya lama. Tolong diperbaiki ya sebaiknya di shopee gak usah ada video rels atau kebanyakan fitur itulah yg mmbuat shopee jadi lemot dan loadingnya lama,2,Negatif,kenapa ya sekarang aplikasi shopee jadi lemot bngt mana loadingnya lama tolong diperbaiki ya sebaiknya di shopee gak usah ada video rels atau kebanyakan fitur itulah yg mmbuat shopee jadi lemot dan loadingnya lama,ya aplikasi shopee lemot bngt loadingnya tolong diperbaiki ya shopee gak video rels kebanyakan fitur yg mmbuat shopee lemot loadingnya,"['ya', 'aplikasi', 'shopee', 'lemot', 'bngt', 'loadingnya', 'tolong', 'diperbaiki', 'ya', 'shopee', 'gak', 'video', 'rels', 'kebanyakan', 'fitur', 'yg', 'mmbuat', 'shopee', 'lemot', 'loadingnya']",ya aplikasi shopee lot bngt loadingnya tolong baik ya shopee gak video rels banyak fitur yg mmbuat shopee lot loadingnya
"Mohon apk nya lebih ditingkatkan performa nya karna saya mau belanja sangat lemot aplikasi nya sedangkan jaringan bagus,ruang device lega 8gb lagi..... Udh itu aja nanti kalo performa udah bagus dinaikin bintangnya 🙏",1,Negatif,mohon apk nya lebih ditingkatkan performa nya karna saya mau belanja sangat lemot aplikasi nya sedangkan jaringan bagusruang device lega gb lagi udh itu aja nanti kalo performa udah bagus dinaikin bintangnya ,mohon apk nya ditingkatkan performa nya karna belanja lemot aplikasi nya jaringan bagusruang device lega gb udh aja kalo performa udah bagus dinaikin bintangnya,"['mohon', 'apk', 'nya', 'ditingkatkan', 'performa', 'nya', 'karna', 'belanja', 'lemot', 'aplikasi', 'nya', 'jaringan', 'bagusruang', 'device', 'lega', 'gb', 'udh', 'aja', 'kalo', 'performa', 'udah', 'bagus', 'dinaikin', 'bintangnya']",mohon apk nya tingkat performa nya karna belanja lot aplikasi nya jaring bagusruang device lega gb udh aja kalo performa udah bagus dinaikin bintang
"Biaya admin naik tapi kualitas pelayanan gk ikut naik, tarif ongkir yg digadang-gadang gratis di tiap iklan ternyata punya syarat min. pembelian, dan parahnya utk jasa kirim instant batas min. ordernya sama rata di 200k, padahal gk semua barang dibawah 100k bisa dikirim dgn jasa kirim reguler, belum syarat jadi member platinum juga luar biasa sulit. Makin kesini Shopee makin gencar mempersulit membernya sendiri, e-commerce yg seharusnya memberi kemudahan & kenyamanan justru malah sebaliknya.",1,Negatif,biaya admin naik tapi kualitas pelayanan gk ikut naik tarif ongkir yg digadanggadang gratis di tiap iklan ternyata punya syarat min pembelian dan parahnya utk jasa kirim instant batas min ordernya sama rata di k padahal gk semua barang dibawah k bisa dikirim dgn jasa kirim reguler belum syarat jadi member platinum juga luar biasa sulit makin kesini shopee makin gencar mempersulit membernya sendiri ecommerce yg seharusnya memberi kemudahan  kenyamanan justru malah sebaliknya,biaya admin kualitas pelayanan gk tarif ongkir yg digadanggadang gratis iklan syarat min pembelian parahnya utk jasa kirim instant batas min ordernya k gk barang dibawah k dikirim dgn jasa kirim reguler syarat member platinum sulit kesini shopee gencar mempersulit membernya ecommerce yg kemudahan kenyamanan,"['biaya', 'admin', 'kualitas', 'pelayanan', 'gk', 'tarif', 'ongkir', 'yg', 'digadanggadang', 'gratis', 'iklan', 'syarat', 'min', 'pembelian', 'parahnya', 'utk', 'jasa', 'kirim', 'instant', 'batas', 'min', 'ordernya', 'k', 'gk', 'barang', 'dibawah', 'k', 'dikirim', 'dgn', 'jasa', 'kirim', 'reguler', 'syarat', 'member', 'platinum', 'sulit', 'kesini', 'shopee', 'gencar', 'mempersulit', 'membernya', 'ecommerce', 'yg', 'kemudahan', 'kenyamanan']",biaya admin kualitas layan gk tarif ongkir yg digadanggadang gratis iklan syarat min beli parah utk jasa kirim instant batas min order k gk barang bawah k kirim dgn jasa kirim reguler syarat member platinum sulit kesini shopee gencar sulit membernya ecommerce yg mudah nyaman
Ini shopee saya kenapa ga bisa terbuka ya??coba download di hp satunya minta sertifikasi ke SMS atau ke wa link nya jg ga bs di buka knp ya?,5,Positif,ini shopee saya kenapa ga bisa terbuka yacoba download di hp satunya minta sertifikasi ke sms atau ke wa link nya jg ga bs di buka knp ya,shopee ga terbuka yacoba download hp satunya sertifikasi sms wa link nya jg ga bs buka knp ya,"['shopee', 'ga', 'terbuka', 'yacoba', 'download', 'hp', 'satunya', 'sertifikasi', 'sms', 'wa', 'link', 'nya', 'jg', 'ga', 'bs', 'buka', 'knp', 'ya']",shopee ga buka yacoba download hp satu sertifikasi sms wa link nya jg ga bs buka knp ya
"Makin diperbarui makin lemot. Jaringan bagus, cache udh rutin di hapus, tapi tetep aja lemot di bagian keranjang",2,Negatif,makin diperbarui makin lemot jaringan bagus cache udh rutin di hapus tapi tetep aja lemot di bagian keranjang,diperbarui lemot jaringan bagus cache udh rutin hapus tetep aja lemot keranjang,"['diperbarui', 'lemot', 'jaringan', 'bagus', 'cache', 'udh', 'rutin', 'hapus', 'tetep', 'aja', 'lemot', 'keranjang']",baru lot jaring bagus cache udh rutin hapus tetep aja lot keranjang
"apaan sih di update malah kaga jelas ,kaga bisa cod lah mana tiba tiba loanding padahal sinyal bagus pake wifi jga bagus ngapa shopee malah kaga jelas sih makin kesini makin males belanja ,tolong min bls biar ga kecewa jga penguna shopee dari dulu",1,Negatif,apaan sih di update malah kaga jelas kaga bisa cod lah mana tiba tiba loanding padahal sinyal bagus pake wifi jga bagus ngapa shopee malah kaga jelas sih makin kesini makin males belanja tolong min bls biar ga kecewa jga penguna shopee dari dulu,sih update kaga kaga cod loanding sinyal bagus pake wifi jga bagus ngapa shopee kaga sih kesini males belanja tolong min bls biar ga kecewa jga penguna shopee,"['sih', 'update', 'kaga', 'kaga', 'cod', 'loanding', 'sinyal', 'bagus', 'pake', 'wifi', 'jga', 'bagus', 'ngapa', 'shopee', 'kaga', 'sih', 'kesini', 'males', 'belanja', 'tolong', 'min', 'bls', 'biar', 'ga', 'kecewa', 'jga', 'penguna', 'shopee']",sih update kaga kaga cod loanding sinyal bagus pake wifi jga bagus ngapa shopee kaga sih kesini males belanja tolong min bls biar ga kecewa jga penguna shopee
"Shopee ini gimana sih, pas mau beli pake sistem cod nggak bisa padahal tokonnya udah siapin sistem cod, bahkan bukan 1 toko doang semua toko setiap kali aku mau beli pake sistem cod yang udah disetujui tokonya malah nggak bisa, bahkan udah DM ig Shopee nya nggak di baca, INI GIMANA?!!",1,Negatif,shopee ini gimana sih pas mau beli pake sistem cod nggak bisa padahal tokonnya udah siapin sistem cod bahkan bukan  toko doang semua toko setiap kali aku mau beli pake sistem cod yang udah disetujui tokonya malah nggak bisa bahkan udah dm ig shopee nya nggak di baca ini gimana,shopee gimana sih pas beli pake sistem cod nggak tokonnya udah siapin sistem cod toko doang toko kali beli pake sistem cod udah disetujui tokonya nggak udah dm ig shopee nya nggak baca gimana,"['shopee', 'gimana', 'sih', 'pas', 'beli', 'pake', 'sistem', 'cod', 'nggak', 'tokonnya', 'udah', 'siapin', 'sistem', 'cod', 'toko', 'doang', 'toko', 'kali', 'beli', 'pake', 'sistem', 'cod', 'udah', 'disetujui', 'tokonya', 'nggak', 'udah', 'dm', 'ig', 'shopee', 'nya', 'nggak', 'baca', 'gimana']",shopee gimana sih pas beli pake sistem cod nggak tokonnya udah siapin sistem cod toko doang toko kali beli pake sistem cod udah tuju toko nggak udah dm ig shopee nya nggak baca gimana
Suka sih belanja disini cuman emang aplikasi nya yg berjalan sering lemot lag parah padahal jaringan lancar buat di apl lain juga lancar terlalu mengganggu kalau lagi pengen buru2 mau belanja gabisa,4,Positif,suka sih belanja disini cuman emang aplikasi nya yg berjalan sering lemot lag parah padahal jaringan lancar buat di apl lain juga lancar terlalu mengganggu kalau lagi pengen buru mau belanja gabisa,suka sih belanja cuman emang aplikasi nya yg berjalan lemot lag parah jaringan lancar apl lancar mengganggu pengen buru belanja gabisa,"['suka', 'sih', 'belanja', 'cuman', 'emang', 'aplikasi', 'nya', 'yg', 'berjalan', 'lemot', 'lag', 'parah', 'jaringan', 'lancar', 'apl', 'lancar', 'mengganggu', 'pengen', 'buru', 'belanja', 'gabisa']",suka sih belanja cuman emang aplikasi nya yg jalan lot lag parah jaring lancar apl lancar ganggu ken buru belanja gabisa
