content,score,Label
Bingung saya nambahin produk baru sebagai penjual tidak muncul-muncul membuang² waktu saya ...saya menerapkan extra gratis ongkir sudah confirm ke CS muncul hilang lagi berkali² jadi gak ada fungsi saya letakkan itu Xtra gratis ongkir ...karena di kira gk nerapkan gratis ongkir di toko saya 😡😡,1,Negatif
Untuk aplikasi penjualan Shopee Terbaik menurut saya.. Oia.. kemarin2 saya selalu kecewa dengan Shopee express. Tapi hari ini saya d buat kaget karna langsung respon kekecewaan dengan pengiriman yg sangat cepat bahkan d hari libur dianterin.. salut sama manajemen shopee,5,Positif
"Usul buat shopee. Coba kurir shopee express dicantumkan no telp nya. Biar bisa di hub langsung sm pelanggan. Soalnya kesel liat status pengiriman "" pelanggan tidak bisa di hubungi"" sementara hp kita aktif 24 jam. Biar kyk jnt, kurir nya gak bs nelp, biar kita yg nelp kurirnya. 😑😑",4,Positif
"Akun saya dibatasi, padahal tidak ada tunggakan atau kesalahan lainnya. Sudah menghubungi cs, tidak ada solusi. Arogansi yang dikemas cantik mengatas namakan kebijakan. Kecewa.",1,Negatif
"Untuk kepuasan belanja Ya ok aja si, tapi Masalahnya tuu ini nge bug atau gimana? pesanan udah datang tapi droppoint nya masih dikirim, dan gak bisa di pencet pencet lagi tu Pesanan diterima, gimana caranya buat kasih ulasan ke toko? Ini mohon bug nya Di perbaiki, dan untuk shopee video makin nambah Lemot apk nya, lebh baik jadi kaya dlu aja, dan ini vocher nya juga knp gk bisa digunain, pdhl Udh sesuai sama S&K nya😓itu dulu si, tapi ttep lumayan puas belanja disini,",4,Positif
"Sdh 3 hari ini tidak bisa melakukan pembayaran,metode pembayaran ngeblck atau kosong..sudah di logout login dan clear juga ttp aja bgtu..padahl sinyal juga aman2 terus",2,Negatif
"Aplikasi sangat membantu dalam berbelanja.Tolong ditingkatkan lagi performanya,atau bug nya di perbaiki.sekian terima kasih.",4,Positif
"Gila si shopee makin parah aja kamren sempat uninstall karena emang buruk bget klau di buka aplikasi nya gak keliatan apa² cuma loading terus padahal jaringan bagus , nah sekarang install aplikasinya kembali kirain sudah oke rupanya sama aja",1,Negatif
"Shopee dikit dikit apdet,dikit dikit apdet. Makin berata.. Mau buka pesan ke penjual harus apdet.. Ini lama lama jadi aplikasi dengan apdet terbanyak tapi makin berat meskipun jaringan bagus Tolong perbaiki demi kenyamanan pengguna",2,Negatif
"Shopee sekarang udah ga kayak dulu. Lemot banget jadinya. Jaringan bagus dan spek hp besar seperti gak berguna kalau buka shopee. Pakai WiFi aja pun lemot, apalagi pakai data, astaghfirullah sekali lemotnya. *Mohon diperbaiki ya developer demi kenyamanan pengguna*",2,Negatif
"Tidak konsisten sama sekali masa estimasi diterima otomatis diperpanjang dan paket tidak sampai-sampai, kalau sistem seperti itu akan membuat ekspedisi seenaknya sendiri mengantar paket",1,Negatif
Shopee klo membuka halaman Lemot....lama loadingingnya beda dengan Tokopedia sekali klik halaman langsung buka....klo sudah banyak yg kasih bintang 1..mohon diperbaiki aplikasinya...lama lama juga orang pindah menggunakan aplikasi shop online yg lain..,1,Negatif
"Kurang Bagus.tolong dong saat orang mau order 2 barang di toko yg msh sama,jgn dipersulit caranya. Sy jd order2x dan byr ongkir 2x. Pdhl 7an sm,tokonya jg sama. Dan kalo sering topup udh ga bs diisi lagi. Alias limit. Jarusnya ga gt. Curang. Dan iklannya itu dmn² sampe bosen dgr lagunya dan buang² waktu cm liat iklan shopee.",1,Negatif
makin kesini makin ga jelas app dan pelayanan cs nya. sekarang pengiriman spx malah ikutan ga beres. masa diketerangannya awal udah sampai pondok aren. tiba2 malah dilempar lg ke serpong. padahal biasanya tinggal kirim ke alamat tujuan kalo udah di pondok aren.,1,Negatif
"Makin lemot (padahal wifi dirumah bagus banget), setiap buka produk untuk lihat dahulu (malah kembali ke awal lagi), jadi cape scrooolllnya lagi untuk kebawah, balikin model shopee seperti dulu saja itu sudah cukup lebih baik, terima kasih",1,Negatif
Aplikasi yang sangat membantu untuk transaksi online dengan aman. Kenapa akhir-akhir ini terasa berat untuk membuka foto/display barang selalu loading tiada akhir,5,Positif
"Aplikasi berat banget,padahal sinya bagus ,ram gede, penyimpanan longgar,maingame online yang basis datanya 16gb lancar,lah ini gak nyampe 1gb udah lemot bet anyingg",1,Negatif
"Kenapa shopee aplikasinya makin lemot yah,padahal paket byk, sinyal 4G+ ruang penyimpanan sedikit.. udh di upgrate aplikasi smpai hp pun, ttp gak ngaruh, pdhal buka aplikasi lain, malahan cepat, udh 2 mgu ini lemot sekali",3,
"bintang ny aq kurangi, sekarang shopee pelit banget untuk vocher free ongkir, gak kayak dulu, hampir setiap hari bagi2 vocher jadi semangat pengen belanja terus, kalo kayak gini terus bisa pindah belanja pake aplikasi sebelah.",2,Negatif
"Klo boleh saran, di chat box mungkin bisa dikasih fitur ""unsend"" Gak tau knp ya, mungkin perasaan aja, olshop² tuh agak kurang simple ux ui nya jd pusing.",5,Positif
Kenapa ya sekarang aplikasi shopee jadi lemot bngt mana loadingnya lama. Tolong diperbaiki ya sebaiknya di shopee gak usah ada video rels atau kebanyakan fitur itulah yg mmbuat shopee jadi lemot dan loadingnya lama,2,Negatif
"Mohon apk nya lebih ditingkatkan performa nya karna saya mau belanja sangat lemot aplikasi nya sedangkan jaringan bagus,ruang device lega 8gb lagi..... Udh itu aja nanti kalo performa udah bagus dinaikin bintangnya 🙏",1,Negatif
"Biaya admin naik tapi kualitas pelayanan gk ikut naik, tarif ongkir yg digadang-gadang gratis di tiap iklan ternyata punya syarat min. pembelian, dan parahnya utk jasa kirim instant batas min. ordernya sama rata di 200k, padahal gk semua barang dibawah 100k bisa dikirim dgn jasa kirim reguler, belum syarat jadi member platinum juga luar biasa sulit. Makin kesini Shopee makin gencar mempersulit membernya sendiri, e-commerce yg seharusnya memberi kemudahan & kenyamanan justru malah sebaliknya.",1,Negatif
Ini shopee saya kenapa ga bisa terbuka ya??coba download di hp satunya minta sertifikasi ke SMS atau ke wa link nya jg ga bs di buka knp ya?,5,Positif
"Makin diperbarui makin lemot. Jaringan bagus, cache udh rutin di hapus, tapi tetep aja lemot di bagian keranjang",2,Negatif
"apaan sih di update malah kaga jelas ,kaga bisa cod lah mana tiba tiba loanding padahal sinyal bagus pake wifi jga bagus ngapa shopee malah kaga jelas sih makin kesini makin males belanja ,tolong min bls biar ga kecewa jga penguna shopee dari dulu",1,Negatif
"Shopee ini gimana sih, pas mau beli pake sistem cod nggak bisa padahal tokonnya udah siapin sistem cod, bahkan bukan 1 toko doang semua toko setiap kali aku mau beli pake sistem cod yang udah disetujui tokonya malah nggak bisa, bahkan udah DM ig Shopee nya nggak di baca, INI GIMANA?!!",1,Negatif
Suka sih belanja disini cuman emang aplikasi nya yg berjalan sering lemot lag parah padahal jaringan lancar buat di apl lain juga lancar terlalu mengganggu kalau lagi pengen buru2 mau belanja gabisa,4,Positif
"Kasihan bagi kami yg punya hp dengan ram kecil. Padahal kami berharap kepada shopee supaya bisa memiliki barang-barang bagus dengan harga terjangkau. Atau mungkin apk shopee ini hanya untuk golongan menengah keatas yg mampu untuk membeli hp dengan ram besar yg harganya mahal??? Maaf, apa shopee bisa membantu masalah kami ini??? Sinyal baik tapi kenapa apk sering keluar sendiri/lag atau ram yg kurang besar???",2,Negatif
"Kak, fitur Flash sale nya banyak orang yang pakai bot, jadi seperti saya yang manual saja kalah cepat sama bot/AI Dan verifikasinya bisa di sistem otomatis oleh bot, bagaimana kak?",2,Negatif
Saya merasa dirugukan. Saya harus membayar tagihan spaylater. Transaksi padahal gagal di PLN mobile tapi di Spaylater berhasil. Loh kan ga nyambung saya lapor ke pln dan ke pihak shope. Keduanya sama² tidak mau tau. Dan saya dipaksan bayar tagihan 210.000. Yang produknya tidak bisa saya nikmatin.,1,Negatif
Mantaaaab shopee... Gratis ongkirnya perlu ditambah lagi.. Krn sy sering belanja utk dijual lagi. Kalo gratis ongkirnya habis lalu beli dg biaya yg standar maka kita sbg pedagang kedua akan sulit utk berjualan lagi.,5,Positif
"kecewa banget sama shopee yang sekarang, lemot banget padahal udah pake data seluler/wifi, Shopee dulu ok punya ga lemot kaya sekarang, tolong diperbaiki lagi",1,Negatif
tempat belanjanya sangat bagus dan nyaman di sini sangat lengkap apa yg kita cari saya sudah teruji belanja di sini semoga dan berharap kedepannya bisa banyak promo dan maupun voucher Shopie nya saat mau belanja,5,Positif
"Shopee sekarang filter Untuk memilih daerahnya ga sesuai, daerah² lain yang ga kupilih tetep masuk ke beranda, mohon perbaikannya, susah kalau mau nyari barang di daerah yg dipilih",1,Negatif
"Aplikasi paling lag, berat, banyak fitur gak berguna. Intinya ini aplikasi ampas banget. Jauh berbeda sama aplikasi si ijo.",1,Negatif
"lemot banget, padahal cache aplikasi sudah saya hapus, jaringan bagus stabil, tapi untuk proses menghapusi keranjang saya klik klik berkali2 lama responnya tolong perbaiki.",3,
"Belanja di sini puas banget,sering dapat gratis ongkir,harga discount,produk2 yang di jual juga rata2 yang aku beli ORI,bagus,dan tidak mengecewakan.Thank you Shopee",5,Positif
"Kami semua merasa sangat kecewa dengan app ini, sebagai pengguna lama kami merasa dikecewakan dengan app ini. Sudah ratusan pengguna yg memberi tanggapan yg sama atas performa app ini, tp responya malah tambah bikin kecewa,",1,Negatif
Tolong sinyal nya di perbaiki lagi. Karena saat menggunakan Shopee . Itu loading nya lama dan ketika melihat barang juga lama. Tolong di perbaiki lagi,4,Positif
"Baru kali ini pakai sophee bermasalah. Padahal sudah bbrp tahun ini pakai dan sangat terbantu. Barusan bayar tagihan tdk bisa. Beli barang juga bermasalah saat pembayaran. Ada warning ""periksa koneksi"", tapi koneksi sy baik2 saja. Sdh coba hapus cache bahkan aplikasi lain yg ga kepakai. Tapi ttp sama saja. Ada apa dg sophee? Yuk perbaiki yuuk...",3,
"ada bug ya? setelah melakukan pencarian barang seharusnya setelan filter (daerah, range harga, dll) tidak ke-reset kan? ini malah ke-reset, tolong perbaiki.",1,Negatif
Shopee kenapa akhir-akhir ini sering error? Masuk aplikasi malah lag berujung keluar dari aplikasi. Ruang penyimpanan internal maupun eksternal masih banyak.,2,Negatif
"Perlu di perbaiki kerjasama antar tim, tgl 29 retur barang tapi no resi otomatis gak keluar, nelpon cs katanya akan ditindak lanjuti oleh tim terkait.. Mohon ditunggu,gitu trs, tgl 2 cek lagi eh retur dibatalkan uang diteruskan ke penjual.. Alasan tim mediasi karena nomer resi nya tidak di upload, kan lucu no resi otomatis aja gak ada alias loading terus,gimana mau kirim?? Awas hati2 online shop makin banyak kalo gak mau ngos2an kaya shopee food mohon diperbaiki.. Ilang duit gw 800rb sialan",1,Negatif
"Estimasi pengiriman shoppe sekarang lama banget, gak heran kalo pihak ekspedisi kirim sesuai yang di estimasi. Paket beda kecamatan aja harus nunggu 10 hari baru diantar.. Hadeh makin lama makin gak jelas pelayanannya",1,Negatif
Minus bgt shoppe. Udah ga enak. Apk lemot pdhal pke wifi. Ada biaya layanan ada biasa ongkir. Ga seenak dlu. Bnyak yg udah pada beralih ke apk biru. Udh ga JD apk blnja no 1. Lebih diupgrde lagi. Semuany. Kaya awal dongg min,2,Negatif
"Shopee makin ke sini makin parah sinyal full yg lain gak ada masalah cuma Shopee yg loadingnya lama, buka vidio Shopee dr judulnya apa di klik keluarnya laen di ulangi gitu mulu, tolong dong kak di perbaiki, fitur yg gak penting di hilangkan aja bikin berat aplikasinya",1,Negatif
"Aplikasinya ga mendukung untuk belanja online, sangat lemot sekali aplikasi shopee ketika saya ke branda aplikasi dan kembali ke troli dan saat meilih pun lemot, jdi membuat saya malas membeli online di shopee, kecewa, tolong dong kinerjanya di perbaikin kasian yg mau membeli tapi aplikasi ga mendukung sangat lemot sekali seperti yg mengelola aplikasi lemotnya kurasa",1,Negatif
Saran buat shopee : Untuk pembelian cod alangkah baiknya barang di cek sama pihak kurir dari shopee atau rekanan supaya customer tidak kecewa disaat menerima barang yg dibeli. Untuk pelayanan komplain pasti ribet. Banyak yg memanfaatkan aplikasi belanja online untuk kejahatan. Percuma kalo beli barang mahal tapi palsu tidak sesuai posting iklannya asli ny,5,Positif
"Lemot amat si, pdhl buka aplikasi yg laen lancar lancar aja tuh sinyal gue. Berarti bukan hp gue yg bermasalah, tapi emang shopee nya yg ngeleg.",1,Negatif
Tolong apk shopee di perbaiki sya buat toko baru malah stuck di upload produk. Gak bisa buka toko nya. Di perbaiki lagi kalo sudah di perbaiki sya naikin rating bintang nya,2,Negatif
Sejauh ini sih masih sngat oke sekali.. Apalagi untuk gratis ongkir dan bisa ambil di agen.. Bagi sya yg tinggal di kalimantan ongkirnya cukup berat.. Adanya gratis ongkir ( ongkir berkurang) sangat membantu.. 🙏👍,5,Positif
"tolong ya pihak shopee sekrang adanya argo dari shopee express itugak usah disarankan lagi. karna alamat yg saya cantumkan di aplikasi sudah benar tpi kenapa gk tau alamat pengantaran tiap kli saya order slalu ambil ke kantor. oh ya habis gitu juga orderan saya pernah hilang, orderan belom saya trima kok di aplikasi ordern saya di suruh ngasih ulasan sedangkan saya gak nerima paket bentuk apapun, trus yg saya ulas apa,an.. untung saja kok sistim cod klo sempat non cod yg rugi dong.",1,Negatif
"Shopee video skrg kadang susah ditonton. Jaringan gagal lah, apa lah, pdhal jaringan lancar, nonton youtube jg lncar, saya kasih bintang 2 krna hal ini.",2,Negatif
Tolong bank BSI segera di perbaiki saat transaksi.. saya sebagai member gold merasa susah bertransaksi dan saya cuma bisa 1 bank yaitu BSI.. kami disini (ACEH) tidak ada bank konvensional.. tolong segera di kembalikan layanan transaksi dengan bank BSI..,3,
"Shopee video nggak guna. Ini aplikasi jual beli bukan aplikasi joget2 atau video nggak jelas. Ditambah sekarang ada biaya penanganan. Mau beli kapas 12 buah biayanya 9K, 1 buah 700. Bagaimana cara ngitung biaya penanganannya.",1,Negatif
"aplikasi terlemot, bikin emosi, mau belanja jadi susah karena sangat lemot. pdhl jaringan wifi sangat baik. semoga admin shoppe sadar dan bisa memperbaiki kelemotan ini. tolong lah buat pengguna seperti kita ini bisa nyaman diaplikasi shope.",1,Negatif
"Setelah diupdate yg terbaru makin lemotttt.. kalo lg liat2 barang, abis liat gbrnya eh hrs back dr atas lagi. Cape deh. Udah gt stlh update tiap mau beli brg gbs masukin voucher gratis ongkir. Udah bolak balik bersihin cache, logout, login lagi ttep sama. Hadehh mengecewakan skali shopee..",1,Negatif
"Percuma beli proteksi kerusakan , saya beli hp Di official infinix rusak total mesinnya udh di pengembalian tetapi ditolak ( shope tidak menyelesaikan masalah saya padahal udah platinum , apalagi yang gaada pangkatnya ( pangkat hanya sekedar hiasan belaka saya sudah mengalaminya ) tidak ada prioritas.. monggo klo gapercaya dicoba krn melihat lebih baik dari pada mendengar ( otw pindah ke apk ijo aja )",1,Negatif
"Pas ngebuat akun baru beli pake voucher pengguna baru katanya promo udh digunakan, pemakaian voucher pun cmn bisa 1 kali. Berkurangnya cmn sampe 10k yg katanya dipotong smpe 40k.",1,Negatif
"Sekarang shopee sering lag, dipencet beberapa kalipun kadang gak bisa. Udah keluar dan masuk lagi ke apk tetep aja gak bisa padahal udah diupdate dan jaringanpun kecepatannya tinggi, gimana nih pihak shopee tolong diperbaiki dong lemot begini",1,Negatif
Saran : Aktifkan fitur pelunasan pembayaran paylater untuk satu jenis transaksi / barang. Kalau ini aktif makin sempurna aplikasi nya. Selebihnya oke,4,Positif
"Saya kasih bintang 1 biar ada perbaikan, karena buruk banget dalam menyelesaikan masalah. Kenapa susah banget mengatasi KTP yang sudah terdaftar di akun sebelumnya sedangkan akun sebelumnya sudah hilang. Ini sangat menggangu untuk mengirimkan uang ke rekening",1,Negatif
Makin lama makin banyak biaya Buat pinjamannya juga kenapa harus cepet banget pembayarannya ? Seumpama pinjam tgl 26 mei tgl 5 mei sudah jatuh tempo itu mah bukan sebulan bambang tapi seminggu.. Pembayaran kadang nggak sampek sebulan sudah dilunasi full tapi tetep pinjaman berikutnya gitu lagi dan nggak ada kenaikan limit,3,
"Update terus kaya game online aja,.. ini aplikasi belanja apa game sih,.. prasaan jd ga nyaman belanja lewat sope kalo beli produk juga jd mondar mandir lama sampai kalo belanja di sope,.. seharus nya pengembang hrs lebih kerja sm lagi sama pihak kurir biar ga lemot pengiriman, bisa pinda ke lazada nih belanja online nya kalo gini terus",1,Negatif
"Ada sebagian toko tidak bisa dipercaya, terutama toko konveksi_perlengkapan nanang military,main batalkan pesanan. Padahal pesanan sudah lama ditunggu, hampir dua mingguan.",3,
"Bintang saya kurangi,, Soale masih aja ada toko toko penipu. Kayak promo cuci gudang,,yg di pesen apa yg dtg apa.tlg di seleksi lagi.toko kayak gitu jgn di masukin. Pengalaman saya juga pernah ketipu,, Pesen speaker bluetooth 2 malah yg dtg gantungan kunci 1. Msak harga harga gantungan kunci bisa semahal gtu. Tolong di seleksi lagi.",1,Negatif
"Sudah semakin bagus. Banyak promo menarik dan diskon sana sini, Vocer gratis ongkir banyak & masih banyak lg. Pembayaran semakin mudah dengan Seabank, shopeepay Mantap pokoknya 👍🏻 Sekarang pembayaran transaksi didalam app maupun di luar app sy pakai shopeepay. Sangat terbantu & mudah 🔥🔥🔥 Cuma sayangnya app shopee semakin lemot 😭 bahkan di hp flagship ttp terasa berat 😔",5,Positif
"Ah error. Saya mau bayar dengan shoppepay tapi malah gak bisa. 'Mohon ubah ke koneksi yang tersedia', padahal jaringan saya bagus. Udah pindah2 tempat masih aja gitu. Mau bayar gimana coba kalo gini terus",1,Negatif
Aplikasi ribet mau ganti nomor yang terdaftar susah nya minta ampun...! Login akun selalu diminta verifikasi nomor yg lama aduh... Padahal login pakai e-mail dan pasword sudah benar tapi tetap aja diminta verifikasi nomor lama mana nomornya udah mati masa aktif nya Dan sudah hilang musnah SIMcard nya... Ya sudah terpaksa saya sering pakai aplikasi biru,1,Negatif
"Aplikasi nggak jelas banget. Saya tidak pernah mengubah data sama sekali, tau2 akun spaylater nggak bisa di gunakan. Dan padahal sudah di lunasi semua .Konyolll banget",1,Negatif
klo udh bener baru kuganti bintangnya.Parah udah 2x24 jam gak bisa dipakai buat transaksi. udah instal ulang dan log in di HP lain pun masih sama. Udah ditahap pembayaran tapi muncul sedang downloading memuat fitur mulu. alhasil gak bs melakukan pembayaran mana saldo shopeepay baru aja aku isi saldonya. tertahan dong gak bs diapa2in dana saya. mau beli token dll malah gak bisa. CS dichat cuma disuruh bersihkan cache & itu solusi sama sekali tdk membantu. tolong dong diperbaiki ini shopee.,1,Negatif
"gangguan mulu Allahuakbar!! lemot bangeeet gilaakk!! aku kira gangguan data/wifi ternyata problemnya sama temen-temenku sama ajaa emang dari dulu ga jls, lemot kalo udh 5 menit scrolling huuuft",1,Negatif
"baguss cara menyelesaikan masalah tentang paket saya semoga semakin ditingkatkan, tp skrng jd banyak bug, pertama saat sy mencari barang di toko selalu ada tulisan gini ""coba kata kunci lain"", trs jg sy mau ngasih ulasan produk pas mau ngirim foto/video selalu aja muter² pdhl sinyal bagus, ga bisa dikembalilan pula, jd ulasannya mulai awal lg, huhuhuh",3,
Kenapa setiap mau co barang d batalkan oleh pihak shopee dan mau buka fitur lainnya harus update mulu . Padahl jaringan full kuota pun banyak tp tetep aja lemot . Makin kesini makin parah . Trus kaya gini aku trpksa co nya k aplikasi lain,1,Negatif
"Min jangan terlalu berat bikin aplikasi min, hapus aja fitur video dll, masih ada ji tiktok, FB, ig, sama YouTube untuk nonton, ingat prioritas shopee untuk belanja min, ada juga ulasan yang bisa di tonton videonya",3,
"🤬 Semakin Buruk 👎👎 jelek setelah di update setiap klik Shopee pay atau pay later loading lama banget parah sampai 5 menit lebih padahal jaringan HP ku normal² aja internal HP juga masih longgar, keluar aplikasi hapus cache mulai ulang tetap aja loading nya lama banget kalau pas mau masukin pin juga gitu loading mulu parah lama banget pokoknya developernya buruk parah gak di perbaiki ada keluhan gak di tanggapi aplikasi loading terlelet terlemot bintang 1 cocok untuk Shopee saat ini 👎👎",1,Negatif
"Sampai saat ini tdak ada penjual yg curang, oleh sebab itu pertahankan, jg seperti salah satu yg lain, jg ada model misteri box, dsb. Thank you 👍👍👍👍👍 Cuman sedikit....agak lelet loadingnya, dan mengganggu conecting ke sepeaker saat buka shopee. Tidak seperti yg laen",5,Positif
"Cukup membantu saat kita butuh sesuatu dan tidak memungkinkan untuk keluar rumah mencari nya, bisa mencari kebutuhan apa yg kita cari dan yang paling saya suka gratis ongkir nya🙂😘",4,Positif
"padahal sering belanja pakek Shopee ,awalnya bagus tdk ada ngelag"" aplikasi juga lancar tapi makin kesini kok makin gk enak ,pas mau co barang di troli barang nya malah ke riset sendiri padahal jaringan saya bagus dan saya selalu memperbarui aplikasi ver terbaru ,stok barang pun masih ready banyak tapi pas mau di co malah barang ke riset sendiri kadang kadang tidak ada ,pas di cek barang masih ready banyak ,padahal udah nyaman banget pakek Shopee tapi malah begini , tolong diperbaiki lagi 🙏🙏",3,
"Kenapa kog jadi lemot banget padahal jaringan bagus bagus aja,dan kenapa shopee video di ganti jadi koin?,terus pengiriman nya juga jadi lama banget yaa",2,Negatif
"Tolong itu untuk pengiriman, klo mmg belom barangnya diterima si pemesan jangan dibilang pesanan diterima (di traking), pake posting bukti penerimaan pula. Pdhl kita yg pesen blm terima, dan ketika dilacak tyt msh dlm perjlnan. Aneh shopee skrg ini.",1,Negatif
"Merintis bertahun-tahun tidak pernah fake order atau apa, baru bulan ini sudah mulai rame tiba2 akun shopee dibatasi.... Telfon cs shopee jawabannya gitu2 saja, masih ada saldo penjual, saldo shopeepay, orderan masih 40 an... Saya ubah ke bintang 5 setelah akun pulih!!!!",1,Negatif
"Waktu buat ubah jasa kirimnya ini kurang lama, dan selalu otomatis dapet shopee express yang pengiriman satu kota aja bisa 5 hari, apalagi yg luar kota, bisa 2 minggu tuh 🥲 tapi tetep suka krn dpt vocher gratis ongkir",3,
"udah hapus cache bahkan sampe restart hp, pdhl ram besar, sinyal kuat lancar di pake apa aja lgsg jalan, tp khusus shopee ntah knpa lemot bgt, buka chatt prioritas gk bs, mo buka pusat bantuan gk bs, bahkan mo liat detil tagihan aja sampe gk muncul notifnya..GIMANA TUH ??",2,Negatif
Apaan ni shopee nya gak bisa di pakai dalam metode pembayaran menggunakan saldo shopee nya. Sudah 3 kali chat via bantuan tapi tetap tidak ada perbaikan nya,1,Negatif
"Semakin sering lemot. Kirain karena jaringan dihpku. Ternyata rata² ngalamin seperti itu, tadinya bintang 4. Skrg aku edit jadi bintang 2 dulu. Semoga bisa segera membaik ya. Thanks",2,Negatif
Semakin kesini semakin berat..ram gede sinyal stabil..semenjak ada reel dan video2 gak jelas..jadi serba lemot..input resi cek pesenan aja lama lemot,1,Negatif
"Alhamdulillah Shopee sangat membantu di saat kita membutuhkan barang yang kita cari dan Shopee sangat lengkap, jadi kita tidak perlu lagi keluar rumah ( mall atau pasar tradisional), cukup di rumah saja saat berbelanja apa yang kita butuhkan, jadi bisa menghemat uang kita karena tidak ada biaya transportasi yang kita keluarkan 👍",5,Positif
"Shopee kebanyakan update terus,aplikasi makin berat,banyak system yg gak penting masuk aplikasi,jadi tambah berat.lelet..padahal jaringan 4G bagus",2,Negatif
"Makin lambat, buka favorit gak juga terbuka , dan jika menelusuri kolom iklan terkait semakin di telusuri menu terkait makin bug dan gak keluar gambar nya",2,Negatif
"Agak heran sama aplikasi shopee, kenapa malah makin lola ya perasaan jaringan bagus buat apk lain tapi buat shopee malah loading lama , sehari ada pembaruan 2 kali, eh sudah ada lagi sekarang, tolong lebih ditingkatkan ya shopee, biar nggak kecewa pake shopee, ukuran aplikasinya besar jadi harus sebanding dengan kualitas aplikasinya, jadi biar nggak nyesel downloadnya, karena shopee paling mudah dalam hal untuk belanja dan jualan, kalau loading lama, jadi sangat berpengaruh",3,
"Saatnya uninstal... Limit dikurangi gak ada pemberitahuan, padahal saya gak ada tunggakan dalam angsuran. Beralih ke olshop yg lain, yg mengerti. Saatnya uninstal",1,Negatif
"Awalnya aku kasih full bintang, Sekarang gk lagi, berdasarkan pengalaman pribadi, beli barang lewat Shopee dapat barang gk berfungsi, dr pengalaman teman SPinjam kayak rentenir, dia pengajuan 1,5jt di ACC tp kok cm masuk rekening bank cm 900 ribu, tp jumlah pinjaman kok 1,6jt, bukankah itu penipuan.",2,Negatif
"Saya suka sekali dengan Shopee karena belanja lebih mudah dan buat para tim mager bisa donload ini, belanja di sini juga enak kita bisa COD jadi gak gampang kena tipu, dan bisa pake voucher gratis ongkir jadi murah bgt kalo kita lagi belanja disini👍",5,Positif
"Shopee gimana sih, udah di update tapi bug malah masih ada. Barang yg udah di klik mau di beli gak masuk di keranjang, padahal mau di checkout. Kek manaaa hadeh",2,Negatif
Selain lemot saat kita login atau mencari barang apk ini juga tidak pernah mengkonfirmasi spaylatet setiap sy ingin daftar selalu tidak di konfirmasi tidak tau kesalahan nya dmna semua data yg saya berikan sudah benar,1,Negatif
"Selama ini aman² aja pakai shopee, tapi kenapa makin kesini makin lemot padahal RAM HP 4, dan satu lagi kenapa produk dikeranjang shopee sudah dihapus tapi tetap muncul, sudah saya search digoogle caranya tetap aja gak bisa , liat di google katanya karena sistem error, mohon kembalikan fitur shopee jadi lebih efisien dan fungsional, jadi kurang nyaman pakai shopee ditambah lagi video² gak jelas di fitur shopee video yang menurut saya kurang berguna malah bahas gosip artis bukannya bahas produk🙏",2,Negatif
Tolong di perbaiki semakin berat saya jadi kecewa sama shopee...aplikasi nya suka error dan susah untuk balik nya..buat shopee ganti aja bagian server nya gak bagus asli gua kesel,2,Negatif
"Aplikasi belanja online yang paling mantap buat aku, penggunaannya mudah dimengerti dan banyak pilihan transaksinya jd g ribet.",5,Positif
Tolong pihak shopee juga mengawasi (penjual) karena pernah terjadi kesalahan terkait jumlah pesanan. Memang kesalahan di aplikasi anak saya dia lupa video unboxing namun peran shopee juga harus mengawasi sesuai tidak pengiriman dengan pesanan. Terimakasih,5,Positif
"Sumpah, olshop paling lemot paraaaah ! Sarann : buangin tuh video/reels/game, fokus sm jualannya, makin hari makin ga bisa di pake ni apk, pdahal hp ram bagus sinyal kuat masih aja lelet",2,Negatif
"Knp sih, tiap mau bayar tagihan lemottnya minta ampun.. ada kali setengah jam tuh kode pembayaran gk muncul muncul ... padahal buat cek cek barang liat video buka flash sale semuanya lancar, cuman pas dikode pembayarannya aja selalu ky gtu , heran.",2,Negatif
"Kecewa bgt, tdk bisa melindungi keamanan konsumen/pelanggan. Sy dpt kiriman paket COD fiktip dari shopee melalui exspedi anteraja. Pd hal sy gk transaksi sama sekali. Mereka tau alamat sy dari mana coba.",1,Negatif
"Semuanya bagus kok. Tapi kenapa yah shopee pay saya bisa hilang sendiri? Udah 2 kali, awalnya saya biarkan karena hanya 20k, tapi baru2 ini saya kehilangan 43k dan itu cukup merugikan buat saya. Katanya membayar ke play store, tapi saya benar2 gak pernah membeli apa2.. kalo boleh tau kenapa yah? Biar lain kali bisa saya hindari",3,
"Semakin hari diupdate terus hp malah makin lemot dan akhirnya error, semakin kesini aplikasinya jadi berat dipake sering ngelag gak jelas padahal jaringan bagus. Tolong dong shopee, mau belanja malah keburu kesel duluan",3,
Makin lama makin lemot aja ini aplikasi. Sangat menjengkelkan. Bahkan dengan akun baru sekalipun. Jauh beda performanya dengan dulu. Payah.....,1,Negatif
Makin kesini aplikasi nya shoope makin kesana. Tiap buka belum ada satu minggu sudah minta diperbaharui aplikasinya. Tolong diperbaiki lagi performa nya. Fiturnya aplikasi nya di buat seringan mungkin Biar yg belanja makin seneng buka nya.,2,Negatif
"Tolong diperbaiki dong, kenapa semakin lemot aplikasinya padahal sudah lama langganan belanja di shopee, kenapa juga harus update terus malah semakin berat aplikasinya😥",3,
